pedido,requisicao,operadora,nome_origem,cpf_cnpj_raiz_origem,cpf_cnpj_origem,terminal_1_originador,codigo_pais_origem,codigo_ddd_origem,numero_origem,nome_destino,cpf_cnpj_raiz_destino,cpf_cnpj_destino,terminal_2_recebedor,codigo_pais_destino,codigo_ddd_destino,numero_destino,data_inicio,gmt_inicio,duracao_hhmmss,duracao_segundos
1,17900,Telefônica - Vivo,COMERCIO DO SEU JUCA S/A,XXXXX512YY,XXX.XX2.512/0001-YY,55119XXXX8063,55,11,XXXXX063,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-06 18:06:30,GMT-03,416,256
1,17900,Telefônica - Vivo,SR CEBOLA ESCRITORIOS,XXXXX792YY,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-07 11:56:39,GMT-03,133,93
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-07 15:18:50,GMT-03,109,69
1,17900,Telefônica - Vivo,SR CEBOLA ESCRITORIOS,XXXXX792YY,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-07 17:19:07,GMT-03,34,34
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-07 18:13:28,GMT-03,31,31
1,17900,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55114XXXX640,55,11,XXXXX640,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-08 08:49:18,GMT-03,119,79
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-08 17:39:14,GMT-03,1510,910
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-09 11:07:16,GMT-03,142,102
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-09 15:55:39,GMT-03,36,36
1,17900,Telefônica - Vivo,SR CEBOLA ESCRITORIOS,XXXXX792YY,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-10 12:13:34,GMT-03,44,44
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-12 12:57:13,GMT-03,32,32
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-15 12:21:30,GMT-03,21,21
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-15 12:23:21,GMT-03,544,344
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-15 12:57:25,GMT-03,38,38
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-15 13:30:34,GMT-03,0,0
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-15 14:01:47,GMT-03,35,35
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-15 15:08:03,GMT-03,13,13
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,SR CEBOLA ESCRITORIOS,33412792,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,2012-08-15 15:09:25,GMT-03,55,55
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-15 22:50:28,GMT-03,14,14
2,538,Oi,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,2012-08-16 13:56:39,GMT-03,144,104
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-16 14:18:03,GMT-03,37,37
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-16 16:58:16,GMT-03,224,144
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-16 16:59:41,GMT-03,19,19
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-16 17:00:41,GMT-03,30,30
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-17 08:07:07,GMT-03,124,84
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-17 09:08:06,GMT-03,32,32
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-17 09:09:23,GMT-03,153,113
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-17 09:10:30,GMT-03,46,46
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-08-17 09:11:37,GMT-03,14,14
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-17 10:31:21,GMT-03,103,63
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55218XXXX973,55,21,XXXXX973,2012-08-17 11:40:53,GMT-03,34,34
2,538,Oi,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-17 14:14:31,GMT-03,12,12
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-20 11:44:38,GMT-03,17,17
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-20 11:45:10,GMT-03,531,331
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-20 15:00:13,GMT-03,12,12
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-20 15:01:01,GMT-03,13,13
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-20 15:04:47,GMT-03,24,24
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-21 19:00:18,GMT-03,33,33
2,538,Oi,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-22 09:50:00,GMT-03,139,99
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-22 15:41:19,GMT-03,141,101
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-22 17:29:25,GMT-03,31,31
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-23 17:31:59,GMT-03,112,72
1,17908,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55113XXXX671,55,11,XXXXX671,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55115XXXX260,55,11,XXXXX260,2012-08-24 09:42:23,GMT-03,42,42
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-24 13:12:39,GMT-03,44,44
2,538,Oi,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-24 22:37:11,GMT-03,635,395
2,538,Oi,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-24 22:44:51,GMT-03,632,392
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-25 03:11:35,GMT-03,32,32
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-27 11:40:00,GMT-03,253,173
2,538,Oi,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,MARIA CASCUDA WHEATGRASS,XXXXX556848YY,XXX.XX55.568-YY,55218XXXX170,55,21,XXXXX170,2012-08-27 13:52:19,GMT-03,507,307
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-27 16:13:12,GMT-03,239,159
1,17900,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-27 16:49:37,GMT-03,228,148
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-27 16:52:58,GMT-03,118,78
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-28 17:19:43,GMT-03,55,55
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX9853YY,XXX.XX80.998-YY,55119XXXX8183,55,11,XXXXX183,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-28 17:44:04,GMT-03,0,0
1,17886,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX9853YY,XXX.XX80.998-YY,55119XXXX8183,55,11,XXXXX183,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-28 17:46:35,GMT-03,0,0
1,17908,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55113XXXX671,55,11,XXXXX671,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55115XXXX260,55,11,XXXXX260,2012-08-29 10:43:43,GMT-03,41,41
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-29 13:24:03,GMT-03,32,32
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-30 09:41:10,GMT-03,44,44
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-30 09:42:15,GMT-03,37,37
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-30 12:10:47,GMT-03,15,15
1,17900,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-30 12:11:43,GMT-03,333,213
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55218XXXX973,55,21,XXXXX973,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-31 11:38:27,GMT-03,37,37
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-31 12:11:43,GMT-03,208,128
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-31 13:25:33,GMT-03,20,20
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-08-31 13:30:51,GMT-03,20,20
1,17900,Telefônica - Vivo,SR CEBOLA ESCRITORIOS,XXXXX792YY,XXX.XX2.792/0001-YY,55218XXXX777,55,21,XXXXX777,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-08-31 14:36:43,GMT-03,12,12
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-08-31 14:47:03,GMT-03,39,39
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,SORVETERIA DO SEU ASTOLFO,17262213,XXX.XX2.213/0024-YY,55218XXXX973,55,21,XXXXX973,2012-08-31 14:56:30,GMT-03,600,360
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-08-31 15:41:19,GMT-03,110,70
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-09-01 10:36:28,GMT-03,230,150
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-09-01 10:38:13,GMT-03,119,79
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-09-01 10:40:28,GMT-03,47,47
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-09-01 10:41:37,GMT-03,42,42
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-09-01 10:42:25,GMT-03,53,53
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-09-01 10:50:13,GMT-03,239,159
1,17900,Telefônica - Vivo,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,2012-09-01 10:52:57,GMT-03,239,159
1,17900,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX4881,55,11,XXXXX881,ZÉ DA ROÇA INSUMOS AGRÍCOLAS S A,XXXXX288YY,XXX.XX2.288/0001-YY,55217XXXX519,55,21,XXXXX519,2012-09-01 10:54:09,GMT-03,29,29
1,17892,Telefônica - Vivo,PITECO MINERADORA EM RECUPERACAO JUDICIAL,XXXXX577YY,XXX.XX0.577/0030-YY,55112XXXX122,55,11,XXXXX122,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-09-01 20:13:16,GMT-03,253,173
1,17892,Telefônica - Vivo,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,XXXXX890YY,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-09-02 13:10:52,GMT-03,9,9
1,17892,Telefônica - Vivo,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,PAPA CAPIM AGRICULTURA SUSTENTÁVEL,61226890,XXX.XX6.890/0001-YY,55119XXXX3500,55,11,XXXXX500,2012-09-02 17:01:18,GMT-03,23,23
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-09-03 15:29:32,GMT-03,113,73
1,17905,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1150,55,11,XXXXX150,2012-09-03 15:38:45,GMT-03,445,285
1,17892,Telefônica - Vivo,SORVETERIA DO SEU ASTOLFO,XXXXX213YY,XXX.XX2.213/0024-YY,55113XXXX000,55,11,XXXXX000,CEBOLINHA FAVA BEAN,XXXXX808853YY,XXX.XX98.088-YY,55119XXXX1777,55,11,XXXXX777,2012-09-03 16:55:38,GMT-03,34,34
